"body","entityname","userid","username","createdAt","entityName","address","city","country","state"
"☕✅👩🧔","ADEN Beytepe","gQll82lAPnOnvLSMG3wLY5XgyYp1","Ahu Yolac","2018-06-28 18:55:50.091+00","ADEN Beytepe","Beytepe Mahallesi, Çankaya","","Turkey","Ankara"
"🏠👟👠💉👪","ADEN Beytepe","RTmDVZIBaCTRjBEhfBYxGYsiyCx2","Berk Karahan","2018-06-28 18:56:13.617+00","ADEN Beytepe","Beytepe Mahallesi, Çankaya","","Turkey","Ankara"
"🍣😋🍲👍🍧","YAYOI","10212391291791338","Jinda Han","2018-06-29 20:24:45.16+00","YAYOI","20682 Homestead Rd, Cupertino, CA 95014, Cupertino","Cupertino","United States","California"
"🍝🛒🛍🚶‍♀️👍","Amazon Go","IVxTrnRwMxWyhshYhy7iKvbdYmm2","Sunaya Shivakumar","2018-06-29 21:37:42.194+00","Amazon Go","2131 7th Ave, Seattle","Seattle","United States","Washington"
"🥘🌶🔥😋","Boiling Point, Seattle","IVxTrnRwMxWyhshYhy7iKvbdYmm2","Sunaya Shivakumar","2018-06-30 04:59:40.379+00","Boiling Point, Seattle","610 5th Avenue South, Seattle","Seattle","United States","Washington"
"☕🤝🗣🗣","Starbucks","105856798281199967470","Sujay Khandekar","2018-06-30 23:22:40.92+00","Starbucks","12960 Saratoga Sunnyvale Rd, Saratoga","Saratoga","United States","California"
"🥗😋👍🍫🥛","Artisan Cafe","IVxTrnRwMxWyhshYhy7iKvbdYmm2","Sunaya Shivakumar","2018-07-01 19:25:48.671+00","Artisan Cafe","2523 5th Ave, Seattle","Seattle","United States","Washington"
"🌞👙🏊‍♀️👍","Sholem Aquatic Center","110478412661569610356","cynthia coleman","2018-07-01 21:12:27.427+00","Sholem Aquatic Center","4981, 2205 Sangamon Dr, Champaign","Champaign","United States","Illinois"
"👩👨‍🎨➡️😈😃","Hair International","106173579224565293482","Kala Shivaramaiah","2018-07-01 22:12:36.362+00","Hair International","232 Stanford Shopping Center, Palo Alto","Palo Alto","United States","California"
"✈️🌴🏖🙂","San Diego International Airport","10210457306100125","Kagan Allen","2018-07-01 22:56:18.013+00","San Diego International Airport","3225 N Harbor Dr, San Diego","San Diego","United States","California"
"🌊☁️🌤🐶🕶","New Brighton State Beach","ElCHyip2O7h356mKQsaipbdNhOL2","Arooshi Barua","2018-07-01 23:02:39.451+00","New Brighton State Beach","California, USA","Capitola","United States","California"
"🛥🌊🐶","New Brighton State Beach","XXnUVF4DL9ckCjh3acLaUOG33hH2","Anooshka Barua","2018-07-01 23:03:38.572+00","New Brighton State Beach","California, USA","Capitola","United States","California"
"🔴📦💿📺👨‍👩‍👧","Nob Hill Foods","10155200088205955","Ranjitha Kumar","2018-07-02 03:06:26.909+00","Nob Hill Foods","6061 Snell Ave, San Jose","San Jose","United States","California"
"💩💩💩💩💩","Moraine Valley Community College","1958216867729438","Nick Bobber","2018-07-02 13:11:46.871+00","Moraine Valley Community College","9000 College Pkwy, Palos Hills","Palos Hills","United States","Illinois"
"🍳🥧🥓😋💯","The Ruby Slipper Cafe","1217237868409350","Harshit Agarwal","2018-07-02 16:21:37.515+00","The Ruby Slipper Cafe","200 Magazine St, New Orleans","New Orleans","United States","Louisiana"
"🐔🍱🇯🇵👨‍👩‍👧‍👦😋","YAYOI","105856798281199967470","Sujay Khandekar","2018-07-02 21:14:23.2+00","YAYOI","20682 Homestead Rd, Cupertino, CA 95014, Cupertino","Cupertino","United States","California"
"🍵🍦🍨🍧😍","Matcha Love","10212391291791338","Jinda Han","2018-07-02 22:52:16.078+00","Matcha Love","675 Saratoga Avenue, San Jose","San Jose","United States","California"
"🍜🥩🍲👍🇰🇷","Jang Su Jang","10212391291791338","Jinda Han","2018-07-02 22:53:05.609+00","Jang Su Jang","3561 El Camino Real #10, Santa Clara","Santa Clara","United States","California"
"⚪🍑🍩😋😍","General Porpoise","IVxTrnRwMxWyhshYhy7iKvbdYmm2","Sunaya Shivakumar","2018-07-04 00:56:27.618+00","General Porpoise","2101 7th Ave, Seattle","Seattle","United States","Washington"
"🥩🍲🍱🍮3️⃣","YAYOI","10212391291791338","Jinda Han","2018-07-04 03:56:10.088+00","YAYOI","20682 Homestead Rd, Cupertino, CA 95014, Cupertino","Cupertino","United States","California"
"🚞🍜🦀🔴🔵","Chinatown","10215323205660534","Austin Sun","2018-07-04 19:53:51.875+00","Chinatown","Chicago","Chicago","United States","Illinois"
"🥗🍙🍘🍮🇨🇳","Lei Garden","10212391291791338","Jinda Han","2018-07-04 20:05:39.985+00","Lei Garden","10125 Bandley Drive, Cupertino","Cupertino","United States","California"
"🍬🍭🍮🍵🍦","Mitsuwa Marketplace","10212391291791338","Jinda Han","2018-07-05 02:01:14.767+00","Mitsuwa Marketplace","675 Saratoga Avenue, San Jose","San Jose","United States","California"
"🛫🎒👰😢❤️","San Francisco International Airport","10212391291791338","Jinda Han","2018-07-05 17:49:04.537+00","San Francisco International Airport","San Francisco","San Francisco","United States","California"
"🍣😋🍱😐","Ozumo Santana Row","105856798281199967470","Sujay Khandekar","2018-07-05 21:20:43.931+00","Ozumo Santana Row","#1010, 355 Santana Row, San Jose","San Jose","United States","California"
"🍺⌚🔜🛫😴","San Francisco Giants Clubhouse","105856798281199967470","Sujay Khandekar","2018-07-12 05:34:52.848+00","San Francisco Giants Clubhouse","Terminal 3, San Francisco International Airport, San Francisco","San Francisco","United States","California"
"🎂🍣😍🍱🙄","Ozumo Santana Row","10155351902975735","Ruta Lele","2018-07-06 01:55:51.175+00","Ozumo Santana Row","#1010, 355 Santana Row, San Jose","San Jose","United States","California"
"🛫🗽💑","San Francisco International Airport","10155200088205955","Ranjitha Kumar","2018-07-06 16:28:32.288+00","San Francisco International Airport","San Francisco","San Francisco","United States","California"
"🐟🥗😋","Fish's Wild","LdbRFos6ElU0hiGjCkktc58OHtz1","Jessie Pusateri","2018-07-07 01:58:20.63+00","Fish's Wild","20672 Homestead Road, Cupertino","Cupertino","United States","California"
"🧢⚾🔶⚫🍻","AT&T Park","105856798281199967470","Sujay Khandekar","2018-07-07 03:45:41.444+00","AT&T Park","24 Willie Mays Plaza, San Francisco","San Francisco","United States","California"
"⚾🌉👶❌🍻","AT&T Park","10155351902975735","Ruta Lele","2018-07-07 03:49:01.156+00","AT&T Park","24 Willie Mays Plaza, San Francisco","San Francisco","United States","California"
"🌆⚾👦👧😇","AT&T Park","10203191900074104","Sunil Khandekar","2018-07-07 03:52:26.179+00","AT&T Park","24 Willie Mays Plaza, San Francisco","San Francisco","United States","California"
"🍜🍗🍖🍞🍰","Mitsuwa Marketplace","10212391291791338","Jinda Han","2018-07-07 15:50:57.531+00","Mitsuwa Marketplace","675 Saratoga Avenue, San Jose","San Jose","United States","California"
"🍵🍦🍹😍😋","Matcha Love","10212391291791338","Jinda Han","2018-07-07 15:52:23.027+00","Matcha Love","675 Saratoga Avenue, San Jose","San Jose","United States","California"
"🇲🇲🍝🥗👍","Kyusu Burmese Cuisine","10155351902975735","Ruta Lele","2018-07-07 21:06:49.505+00","Kyusu Burmese Cuisine","1312 Saratoga Ave, San Jose","San Jose","United States","CA"
"☀️🏖🍦🍫😋","Lappert's Ice Cream","1111655028939865","Arnav Mishra","2018-07-07 22:25:27.672+00","Lappert's Ice Cream","689 Bridgeway, Sausalito","Sausalito","United States","California"
"🌇😍🎻👫👭","Mount Royal","1659104244102907","Dayana Edat","2018-07-08 02:19:21.221+00","Mount Royal","Montreal","Montréal","Canada","Québec"
"🥛🍵🍹😋👍","Teaspoon","10212391291791338","Jinda Han","2018-07-08 06:01:46.222+00","Teaspoon","4328 Moorpark Ave, San Jose","San Jose","United States","California"
"🍏🏢📱👩‍💻👨‍💻","Infinite Loop","10212391291791338","Jinda Han","2018-07-08 06:05:57.765+00","Infinite Loop","Cupertino","Cupertino","United States","California"
"🧀🍔🐻🦖💑","Kuma's Corner Schaumburg","10207814784727552","Lina Handayani Sie","2018-07-10 02:39:09.277+00","Kuma's Corner Schaumburg","1570 E Golf Rd, Schaumburg","Schaumburg","United States","Illinois"
"🤯💞✨🧀🌆","Garrett Popcorn Shops","10215323205660534","Austin Sun","2018-07-10 06:32:54.27+00","Garrett Popcorn Shops","151 Michigan Avenue, Chicago","Chicago","United States","Illinois"
"🇯🇵🍱😋","YAYOI","105856798281199967470","Sujay Khandekar","2018-07-10 18:27:55.81+00","YAYOI","20682 Homestead Rd, Cupertino, CA 95014, Cupertino","Cupertino","United States","California"
"😍🎨💍👗🌍","Artists & Fleas","1517874618267474","Supriya Khandekar","2018-07-11 01:20:35.122+00","Artists & Fleas","88 10th Ave, New York","New York","United States","New York"
"🌃🍷🌙🎵🤑","Westlight","1517874618267474","Supriya Khandekar","2018-07-11 01:21:55.279+00","Westlight","111 N 12th St, Brooklyn","","United States","New York"
"🤯","Sakanaya Restaurant","7BREBPYCExPb4nOTJRF8vVPlVGe2","Yang Yu","2018-07-12 03:12:48.951+00","Sakanaya Restaurant","403 East Green Street, Champaign","Champaign","United States","Illinois"
"😴🛬🤯🚆🗽","Newark Liberty International Airport","105856798281199967470","Sujay Khandekar","2018-07-12 12:28:01.277+00","Newark Liberty International Airport","3 Brewster Road, Newark","Newark","United States","New Jersey"
"🍕😇🗽🔝","Joe's Pizza","105856798281199967470","Sujay Khandekar","2018-07-12 22:41:24.963+00","Joe's Pizza","7 Carmine Street, New York","New York","United States","New York"
"🍕🍕🍕💀👼","Joe's Pizza","105856798281199967470","Sujay Khandekar","2018-07-13 02:45:10.318+00","Joe's Pizza","7 Carmine Street, New York","New York","United States","New York"
"🔴👁️🛫🗽😀","San Francisco International Airport","106173579224565293482","Kala Shivaramaiah","2018-07-13 05:13:08.416+00","San Francisco International Airport","San Francisco","San Francisco","United States","California"
"✈️🗽👨‍👩‍👧‍👦❤️","San Francisco International Airport","Ybwj1wTN0rVKBHTbr4YbiK0JMyc2","Sampath Kumar","2018-07-13 05:17:16.857+00","San Francisco International Airport","San Francisco","San Francisco","United States","California"
"🍔👑","Burger King","z1voXHUzQHMRlphnQP0KpBSgPim2","Keith Broni","2018-07-13 15:02:35.934+00","Burger King","53-54 O'Connell Street Lower, Dublin 1","Dublin","Ireland","County Dublin"
"🥔🥧👨‍👩‍👧🙂","Four & Twenty Blackbirds","106173579224565293482","Kala Shivaramaiah","2018-07-13 17:06:05.424+00","Four & Twenty Blackbirds","439 3rd Ave, Brooklyn","","United States","New York"
"☕👍🥧🆗👨‍👩‍👧","Four & Twenty Blackbirds","10155200088205955","Ranjitha Kumar","2018-07-13 17:24:14.763+00","Four & Twenty Blackbirds","439 3rd Ave, Brooklyn","","United States","New York"
"🍆🥚🍚😐","Birds of a Feather","106173579224565293482","Kala Shivaramaiah","2018-07-13 19:30:24.862+00","Birds of a Feather","191 Grand Street, Brooklyn","","United States","New York"
"🥢🐟🌮","Takumi Taco","1517874618267474","Supriya Khandekar","2018-07-13 22:53:44.89+00","Takumi Taco","General Electric Building, 570 Lexington Ave, New York","New York","United States","New York"
"🎭🧚‍♀️✨☠️🐊","Old Stone House & Washington Park","106173579224565293482","Kala Shivaramaiah","2018-07-14 01:00:40.066+00","Old Stone House & Washington Park","336 3rd St, Brooklyn","","United States","New York"
"🍽️🤤🥕🍅","Sree Annapoorna Sree Gowrishankar -Ramanathapuram Branch","oBKmIRRuuHU91wHsRh11DhogER52","Sivanandam Sivasubramanian","2018-07-14 09:57:59.593+00","Sree Annapoorna Sree Gowrishankar -Ramanathapuram Branch","No. 3, Mayflower Sakthi Complex, Nanjunda Puram Road, Aryan Soap Colony, Keelakarai, Ramanathapuram, Coimbatore","Coimbatore","India","Tamil Nadu"
"🤗","The Bell House","wKL6Bp0drOMpVFI5pKoQ2aPwOfE2","Valerie Chen","2018-07-14 15:54:49.163+00","The Bell House","149 7th St, Brooklyn","","United States","New York"
"👩‍💻👨‍💻😀","The Bell House","105856798281199967470","Sujay Khandekar","2018-07-14 16:13:50.095+00","The Bell House","149 7th St, Brooklyn","","United States","New York"
"🍺🎯","The Bell House","105856798281199967470","Sujay Khandekar","2018-07-14 16:25:22.251+00","The Bell House","149 7th St, Brooklyn","","United States","New York"
"👩🏻‍🏫🗣️🤳🗽💩","The Bell House","9HYVSlzV9iffKWGVhU1KR7izZRJ3","Christopher Garrett","2018-07-14 17:18:45.385+00","The Bell House","149 7th St, Brooklyn","","United States","New York"
"😍🐻","The Bell House","JfXhHxmso5S3PlVNCmTVYBeLVjA2","Chris Dancy","2018-07-14 17:46:07.592+00","The Bell House","149 7th St, Brooklyn","","United States","New York"
"😍😍🎯🎯🎯","The Bell House","877uoYyGOzLDNJu8763ize1CfLy2","Tim Deng","2018-07-14 18:11:03.3+00","The Bell House","149 7th St, Brooklyn","","United States","New York"
"🐳🐋🐬🐟","Pier 53","105856798281199967470","Sujay Khandekar","2018-07-14 18:12:45.945+00","Pier 53","53 2nd Avenue, Brooklyn","","United States","New York"
"😍🤩🍵","The Bell House","FzZx9ffAlUSZAAhyFJm2COhp1vb2","Emiliano Panelli Terranova","2018-07-14 20:04:28.707+00","The Bell House","149 7th St, Brooklyn","","United States","New York"
"🍵👍😁","Alice's Tea Cup","10156493810486802","Lavanya Iyer","2018-07-15 02:02:14.512+00","Alice's Tea Cup","102 W 73rd St, New York","New York","United States","New York"
"🇭🇷➡️🌍🏆😍","Westwood","10155351902975735","Ruta Lele","2018-07-15 15:55:46.361+00","Westwood","Los Angeles","Los Angeles","United States","California"
"🍹🍹🍹😍","Bedford & Co.","10156493810486802","Lavanya Iyer","2018-07-15 18:49:22.432+00","Bedford & Co.","The Renwick, 118 E. 40th Street, New York","New York","United States","New York"
"🐑🍜🍛👌","Málà Project","105856798281199967470","Sujay Khandekar","2018-07-16 03:34:45.573+00","Málà Project","122 1st Avenue, New York","New York","United States","New York"
"🍦☕👧👦","Davey's Ice Cream","105856798281199967470","Sujay Khandekar","2018-07-17 01:55:41.181+00","Davey's Ice Cream","137 1st Avenue, New York","New York","United States","New York"
"👽","Wingin Out","txXtxAkk6qbvNqwvjH5KAj3XyJq1","Alejandro Gonzalez","2018-07-17 05:34:53.007+00","Wingin Out","301 East Green Street, Champaign","Champaign","United States","Illinois"
"🐓🌶️😋🤤😍","The Himalayan Chimney","106173579224565293482","Kala Shivaramaiah","2018-07-17 23:56:23.399+00","The Himalayan Chimney","134 West Church Street, Champaign","Champaign","United States","Illinois"
"✂️💇‍♂️😎","Juno Hair","yfQw5nZ5WtbGjXSR4TuXjykfmal1","Ankit Kumar","2018-07-18 04:13:25.324+00","Juno Hair","1304-2 Seocho-dong, Seocho-gu","Seoul","South Korea","Seoul"
"😮🏞️💧🇰🇷","정방폭포관리사무소 (Jeongbang Waterfall)","yfQw5nZ5WtbGjXSR4TuXjykfmal1","Ankit Kumar","2018-07-18 04:24:31.558+00","정방폭포관리사무소 (Jeongbang Waterfall)","37 Chilsimni-ro214beon-gil, Seogwi-dong, Seogwipo","Seogwipo","South Korea","Jeju-do"
"🍖🥓🤗😋🇰🇷","강남갈매기","yfQw5nZ5WtbGjXSR4TuXjykfmal1","Ankit Kumar","2018-07-18 10:24:04.383+00","강남갈매기","40 Seocho-daero 73-gil, Seocho-gu","Seoul","South Korea","Seoul"
"🐷🥓👫😊","강남갈매기","nRHTlgGu1QQd1yakJceskhoRpxD3","Eunjin Choi","2018-07-18 10:28:54.78+00","강남갈매기","40 Seocho-daero 73-gil, Seocho-gu","Seoul","South Korea","Seoul"
"🍝🍷🍰🤤","Carbone","10156493810486802","Lavanya Iyer","2018-07-19 04:26:49.896+00","Carbone","181 Thompson Street, New York","New York","United States","New York"
"🌯🌅🙅‍♂️🥩🙂","by CHLOE. Rockefeller Center","105856798281199967470","Sujay Khandekar","2018-07-19 12:40:51.835+00","by CHLOE. Rockefeller Center","1 Rockefeller Plaza, New York","New York","United States","New York"
"🇮🇳🌶️🥞😋👍","The Himalayan Chimney","Ybwj1wTN0rVKBHTbr4YbiK0JMyc2","Sampath Kumar","2018-07-19 22:02:05.9+00","The Himalayan Chimney","134 West Church Street, Champaign","Champaign","United States","Illinois"
"🐇🦆⛲🚶‍♂️🚶‍♀️","Helms Park","Ybwj1wTN0rVKBHTbr4YbiK0JMyc2","Sampath Kumar","2018-07-19 22:21:14.978+00","Helms Park","475 South 2nd Street, Champaign","Champaign","United States","Illinois"
"🇨🇦🦆🤢💩💩","Helms Park","106173579224565293482","Kala Shivaramaiah","2018-07-21 01:14:16.716+00","Helms Park","475 South 2nd Street, Champaign","Champaign","United States","Illinois"
"🌅🚫🍩🌧️😢","Urbana's Market at the Square","10155200088205955","Ranjitha Kumar","2018-07-21 13:46:38.296+00","Urbana's Market at the Square","401 South Vine Street, Urbana","Urbana","United States","Illinois"
"🍩👅🇮🇳😍🤤","Flying Machine Avionics","10155200088205955","Ranjitha Kumar","2018-07-21 13:58:38.687+00","Flying Machine Avionics","202 South 1st Street, Champaign","Champaign","United States","Illinois"
"💜💳👭🌥️👍","H&M","110478412661569610356","cynthia coleman","2018-07-21 16:23:02.759+00","H&M","5201 W War Memorial Dr, Peoria","Peoria","United States","Illinois"
"🐔🌮🌶️🌶️😋","Maize at the Station","106173579224565293482","Kala Shivaramaiah","2018-07-21 22:33:11.667+00","Maize at the Station","100 North Chestnut Street, Champaign","Champaign","United States","Illinois"
"🌮🐓🇲🇽🍺👍","Maize at the Station","Ybwj1wTN0rVKBHTbr4YbiK0JMyc2","Sampath Kumar","2018-07-21 22:33:59.464+00","Maize at the Station","100 North Chestnut Street, Champaign","Champaign","United States","Illinois"
"☕🚫♨️😣","Flying Machine Avionics","106173579224565293482","Kala Shivaramaiah","2018-07-21 22:36:56.671+00","Flying Machine Avionics","202 South 1st Street, Champaign","Champaign","United States","Illinois"
"💸🧥👚👖❣","COS","904147553087729","Charis Ryu","2018-07-23 14:46:58.84+00","COS","46 E Oak St, Chicago","Chicago","United States","Illinois"
"😂","48 E John St","RsuzpdXwiGRTBokxZzqUh1J57Ra2","Manasa Hariharan","2018-07-23 14:56:49.252+00","48 E John St","Champaign","Champaign","United States","Illinois"
"😍🌮🌮🍉","Maize Mexican Grill","RsuzpdXwiGRTBokxZzqUh1J57Ra2","Manasa Hariharan","2018-07-23 14:58:19.708+00","Maize Mexican Grill","60 East Green Street, Champaign","Champaign","United States","Illinois"
